1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
7604 alignments/orthologs7604.fas	OG0008168	Pa_7_4870
7605 alignments/orthologs7605.fas	OG0008169	Pa_7_4830
7606 alignments/orthologs7606.fas	OG0008170	Pa_7_4820
7607 alignments/orthologs7607.fas	OG0008171	Pa_7_4800
7608 alignments/orthologs7608.fas	OG0008172	Pa_7_4790
7609 alignments/orthologs7609.fas	OG0008173	Pa_7_4780
7610 alignments/orthologs7610.fas	OG0008174	Pa_7_4770
7611 alignments/orthologs7611.fas	OG0008175	Pa_7_4760
7612 alignments/orthologs7612.fas	OG0008176	Pa_7_4755
7613 alignments/orthologs7613.fas	OG0008177	Pa_7_4740
7614 alignments/orthologs7614.fas	OG0008178	Pa_7_4735
7615 alignments/orthologs7615.fas	OG0008179	Pa_7_4730
7616 alignments/orthologs7616.fas	OG0008180	Pa_7_4710
7617 alignments/orthologs7617.fas	OG0008181	Pa_7_4700
7618 alignments/orthologs7618.fas	OG0008182	Pa_7_4695
7619 alignments/orthologs7619.fas	OG0008183	Pa_7_4690
7620 alignments/orthologs7620.fas	OG0008184	Pa_7_4680
7621 alignments/orthologs7621.fas	OG0008185	Pa_7_4670
7622 alignments/orthologs7622.fas	OG0008186	Pa_7_4640
7623 alignments/orthologs7623.fas	OG0008187	Pa_7_4630
7624 alignments/orthologs7624.fas	OG0008188	Pa_7_4620
7625 alignments/orthologs7625.fas	OG0008189	Pa_7_4610
7626 alignments/orthologs7626.fas	OG0008190	Pa_7_4600
7627 alignments/orthologs7627.fas	OG0008191	Pa_7_4590
7628 alignments/orthologs7628.fas	OG0008192	Pa_7_4580
7629 alignments/orthologs7629.fas	OG0008193	Pa_7_4570
7630 alignments/orthologs7630.fas	OG0008194	Pa_7_4550
7631 alignments/orthologs7631.fas	OG0008195	Pa_7_4540
7632 alignments/orthologs7632.fas	OG0008196	Pa_7_4530
7633 alignments/orthologs7633.fas	OG0008197	Pa_7_4520
7634 alignments/orthologs7634.fas	OG0008198	Pa_7_4510
7635 alignments/orthologs7635.fas	OG0008199	Pa_7_4500
7636 alignments/orthologs7636.fas	OG0008200	Pa_7_4490
7637 alignments/orthologs7637.fas	OG0008201	Pa_7_4470
7638 alignments/orthologs7638.fas	OG0008202	Pa_7_4485
7639 alignments/orthologs7639.fas	OG0008203	Pa_7_4480
7640 alignments/orthologs7640.fas	OG0008204	Pa_7_4460
7641 alignments/orthologs7641.fas	OG0008205	Pa_7_4450
7642 alignments/orthologs7642.fas	OG0008206	Pa_7_4440
7643 alignments/orthologs7643.fas	OG0008207	Pa_7_4430
7644 alignments/orthologs7644.fas	OG0008208	Pa_7_4420
7645 alignments/orthologs7645.fas	OG0008209	Pa_7_4410
7646 alignments/orthologs7646.fas	OG0008210	Pa_7_4400
7647 alignments/orthologs7647.fas	OG0008211	Pa_7_4390
7648 alignments/orthologs7648.fas	OG0008212	Pa_7_4360
7649 alignments/orthologs7649.fas	OG0008213	Pa_7_4350
7650 alignments/orthologs7650.fas	OG0008214	Pa_7_4340
7651 alignments/orthologs7651.fas	OG0008215	Pa_7_4330
7652 alignments/orthologs7652.fas	OG0008216	Pa_7_4320
7653 alignments/orthologs7653.fas	OG0008217	Pa_7_4310
7654 alignments/orthologs7654.fas	OG0008218	Pa_7_4290
7655 alignments/orthologs7655.fas	OG0008219	Pa_7_4285
7656 alignments/orthologs7656.fas	OG0008220	Pa_7_4280
7657 alignments/orthologs7657.fas	OG0008221	Pa_7_4270
7658 alignments/orthologs7658.fas	OG0008222	Pa_7_4240
7659 alignments/orthologs7659.fas	OG0008223	Pa_7_4230
7660 alignments/orthologs7660.fas	OG0008224	Pa_7_4210
7661 alignments/orthologs7661.fas	OG0008225	Pa_7_4193
7662 alignments/orthologs7662.fas	OG0008226	Pa_7_4190
7663 alignments/orthologs7663.fas	OG0008227	Pa_7_4160
7664 alignments/orthologs7664.fas	OG0008228	Pa_7_4150
7665 alignments/orthologs7665.fas	OG0008229	Pa_7_4140
7666 alignments/orthologs7666.fas	OG0008230	Pa_7_4130
7667 alignments/orthologs7667.fas	OG0008231	Pa_7_4120
7668 alignments/orthologs7668.fas	OG0008232	Pa_7_4110
7669 alignments/orthologs7669.fas	OG0008233	Pa_7_4100
7670 alignments/orthologs7670.fas	OG0008234	Pa_7_4080
7671 alignments/orthologs7671.fas	OG0008235	Pa_7_4075
7672 alignments/orthologs7672.fas	OG0008236	Pa_7_4070
7673 alignments/orthologs7673.fas	OG0008237	Pa_7_4050
7674 alignments/orthologs7674.fas	OG0008238	Pa_7_4040
7675 alignments/orthologs7675.fas	OG0008239	Pa_7_4030
7676 alignments/orthologs7676.fas	OG0008240	Pa_7_4025
7677 alignments/orthologs7677.fas	OG0008241	Pa_7_4020
7678 alignments/orthologs7678.fas	OG0008242	Pa_7_4010
7679 alignments/orthologs7679.fas	OG0008243	Pa_7_4007
7680 alignments/orthologs7680.fas	OG0008244	Pa_7_3990
7681 alignments/orthologs7681.fas	OG0008245	Pa_7_3985
7682 alignments/orthologs7682.fas	OG0008246	Pa_7_3980
7683 alignments/orthologs7683.fas	OG0008247	Pa_7_3970
7684 alignments/orthologs7684.fas	OG0008248	Pa_7_3960
7685 alignments/orthologs7685.fas	OG0008249	Pa_7_3930
7686 alignments/orthologs7686.fas	OG0008250	Pa_7_3920
7687 alignments/orthologs7687.fas	OG0008251	Pa_7_3910
7688 alignments/orthologs7688.fas	OG0008252	Pa_7_3900
7689 alignments/orthologs7689.fas	OG0008253	Pa_7_3880
7690 alignments/orthologs7690.fas	OG0008254	Pa_7_3870
7691 alignments/orthologs7691.fas	OG0008255	Pa_7_3860
7692 alignments/orthologs7692.fas	OG0008256	Pa_7_3850
7693 alignments/orthologs7693.fas	OG0008257	Pa_7_3840
7694 alignments/orthologs7694.fas	OG0008258	Pa_7_3830
7695 alignments/orthologs7695.fas	OG0008259	Pa_7_3820
7696 alignments/orthologs7696.fas	OG0008260	Pa_7_3810
7697 alignments/orthologs7697.fas	OG0008261	Pa_7_3800
7698 alignments/orthologs7698.fas	OG0008262	Pa_7_3790
7699 alignments/orthologs7699.fas	OG0008263	Pa_7_3780
7700 alignments/orthologs7700.fas	OG0008264	Pa_7_3770
7701 alignments/orthologs7701.fas	OG0008265	Pa_7_3760
7702 alignments/orthologs7702.fas	OG0008266	Pa_7_3750
7703 alignments/orthologs7703.fas	OG0008267	Pa_7_3740
7704 alignments/orthologs7704.fas	OG0008268	Pa_7_3730
7705 alignments/orthologs7705.fas	OG0008269	Pa_7_3720
7706 alignments/orthologs7706.fas	OG0008270	Pa_7_3700
7707 alignments/orthologs7707.fas	OG0008271	Pa_7_3690
7708 alignments/orthologs7708.fas	OG0008272	Pa_7_3680
7709 alignments/orthologs7709.fas	OG0008273	Pa_7_3670
7710 alignments/orthologs7710.fas	OG0008274	Pa_7_3665
7711 alignments/orthologs7711.fas	OG0008275	Pa_7_3650
7712 alignments/orthologs7712.fas	OG0008276	Pa_7_3640
7713 alignments/orthologs7713.fas	OG0008277	Pa_7_3630
7714 alignments/orthologs7714.fas	OG0008278	Pa_7_3620
7715 alignments/orthologs7715.fas	OG0008279	Pa_7_3610
7716 alignments/orthologs7716.fas	OG0008280	Pa_7_3590
7717 alignments/orthologs7717.fas	OG0008281	Pa_7_3580
7718 alignments/orthologs7718.fas	OG0008282	Pa_7_3560
7719 alignments/orthologs7719.fas	OG0008284	Pa_7_3520
7720 alignments/orthologs7720.fas	OG0008285	Pa_7_3490
7721 alignments/orthologs7721.fas	OG0008286	Pa_7_3480
7722 alignments/orthologs7722.fas	OG0008287	Pa_7_3470
7723 alignments/orthologs7723.fas	OG0008288	Pa_7_3460
7724 alignments/orthologs7724.fas	OG0008289	Pa_7_3420
7725 alignments/orthologs7725.fas	OG0008290	Pa_7_3417
7726 alignments/orthologs7726.fas	OG0008291	Pa_7_3370
7727 alignments/orthologs7727.fas	OG0008292	Pa_7_3360
7728 alignments/orthologs7728.fas	OG0008293	Pa_7_3350
7729 alignments/orthologs7729.fas	OG0008294	Pa_7_3340
7730 alignments/orthologs7730.fas	OG0008295	Pa_7_3310
7731 alignments/orthologs7731.fas	OG0008296	Pa_7_3305
7732 alignments/orthologs7732.fas	OG0008297	Pa_7_3300
7733 alignments/orthologs7733.fas	OG0008298	Pa_7_3280
7734 alignments/orthologs7734.fas	OG0008299	Pa_7_3270
7735 alignments/orthologs7735.fas	OG0008300	Pa_7_3260
7736 alignments/orthologs7736.fas	OG0008301	Pa_7_3250
7737 alignments/orthologs7737.fas	OG0008302	Pa_7_3240
7738 alignments/orthologs7738.fas	OG0008303	Pa_7_3230
7739 alignments/orthologs7739.fas	OG0008304	Pa_7_3220
7740 alignments/orthologs7740.fas	OG0008305	Pa_7_3210
7741 alignments/orthologs7741.fas	OG0008306	Pa_7_3200
7742 alignments/orthologs7742.fas	OG0008307	Pa_7_3180
7743 alignments/orthologs7743.fas	OG0008308	Pa_7_3170
7744 alignments/orthologs7744.fas	OG0008309	Pa_7_3150
7745 alignments/orthologs7745.fas	OG0008310	Pa_7_3100
7746 alignments/orthologs7746.fas	OG0008311	Pa_7_3060
7747 alignments/orthologs7747.fas	OG0008312	Pa_7_3040
7748 alignments/orthologs7748.fas	OG0008313	Pa_7_3030
7749 alignments/orthologs7749.fas	OG0008314	Pa_7_3010
7750 alignments/orthologs7750.fas	OG0008315	Pa_7_3000
7751 alignments/orthologs7751.fas	OG0008316	Pa_7_2990
7752 alignments/orthologs7752.fas	OG0008317	Pa_7_2980
7753 alignments/orthologs7753.fas	OG0008318	Pa_7_2970
7754 alignments/orthologs7754.fas	OG0008319	Pa_7_2955
7755 alignments/orthologs7755.fas	OG0008320	Pa_7_2950
7756 alignments/orthologs7756.fas	OG0008321	Pa_7_2940
7757 alignments/orthologs7757.fas	OG0008322	Pa_7_2930
7758 alignments/orthologs7758.fas	OG0008323	Pa_7_2920
7759 alignments/orthologs7759.fas	OG0008324	Pa_7_2900
7760 alignments/orthologs7760.fas	OG0008325	Pa_7_2890
7761 alignments/orthologs7761.fas	OG0008326	Pa_7_2880
7762 alignments/orthologs7762.fas	OG0008327	Pa_7_2870
7763 alignments/orthologs7763.fas	OG0008328	Pa_7_2860
7764 alignments/orthologs7764.fas	OG0008329	Pa_7_2850
7765 alignments/orthologs7765.fas	OG0008330	Pa_7_2840
7766 alignments/orthologs7766.fas	OG0008331	Pa_7_2830
7767 alignments/orthologs7767.fas	OG0008332	Pa_7_2820
7768 alignments/orthologs7768.fas	OG0008333	Pa_7_2810
7769 alignments/orthologs7769.fas	OG0008334	Pa_7_2800
7770 alignments/orthologs7770.fas	OG0008335	Pa_7_2790
7771 alignments/orthologs7771.fas	OG0008336	Pa_7_2780
7772 alignments/orthologs7772.fas	OG0008337	Pa_7_2770
7773 alignments/orthologs7773.fas	OG0008338	Pa_7_2750
7774 alignments/orthologs7774.fas	OG0008339	Pa_7_2740
7775 alignments/orthologs7775.fas	OG0008340	Pa_7_2730
7776 alignments/orthologs7776.fas	OG0008341	Pa_7_2720
7777 alignments/orthologs7777.fas	OG0008342	Pa_7_2710
7778 alignments/orthologs7778.fas	OG0008343	Pa_7_2700
7779 alignments/orthologs7779.fas	OG0008344	Pa_7_2690
7780 alignments/orthologs7780.fas	OG0008345	Pa_7_2680
7781 alignments/orthologs7781.fas	OG0008346	Pa_7_2670
7782 alignments/orthologs7782.fas	OG0008347	Pa_7_2660
7783 alignments/orthologs7783.fas	OG0008348	Pa_7_2640
7784 alignments/orthologs7784.fas	OG0008349	Pa_7_2630
7785 alignments/orthologs7785.fas	OG0008350	Pa_7_2610
7786 alignments/orthologs7786.fas	OG0008351	Pa_7_2590
7787 alignments/orthologs7787.fas	OG0008352	Pa_7_2580
7788 alignments/orthologs7788.fas	OG0008353	Pa_7_2570
7789 alignments/orthologs7789.fas	OG0008354	Pa_7_2560
7790 alignments/orthologs7790.fas	OG0008355	Pa_7_2540
7791 alignments/orthologs7791.fas	OG0008356	Pa_7_2530
7792 alignments/orthologs7792.fas	OG0008357	Pa_7_2520
7793 alignments/orthologs7793.fas	OG0008358	Pa_7_2510
7794 alignments/orthologs7794.fas	OG0008359	Pa_7_2500
7795 alignments/orthologs7795.fas	OG0008360	Pa_7_2490
7796 alignments/orthologs7796.fas	OG0008361	Pa_7_2480
7797 alignments/orthologs7797.fas	OG0008362	Pa_7_2470
7798 alignments/orthologs7798.fas	OG0008363	Pa_7_2460
7799 alignments/orthologs7799.fas	OG0008364	Pa_7_2450
7800 alignments/orthologs7800.fas	OG0008365	Pa_7_2440
7801 alignments/orthologs7801.fas	OG0008366	Pa_7_2430
7802 alignments/orthologs7802.fas	OG0008367	Pa_7_2420
7803 alignments/orthologs7803.fas	OG0008368	Pa_7_2410
7804 alignments/orthologs7804.fas	OG0008369	Pa_7_2400
7805 alignments/orthologs7805.fas	OG0008370	Pa_7_2390
7806 alignments/orthologs7806.fas	OG0008371	Pa_7_2380
7807 alignments/orthologs7807.fas	OG0008372	Pa_7_2360
7808 alignments/orthologs7808.fas	OG0008373	Pa_7_2350
7809 alignments/orthologs7809.fas	OG0008374	Pa_7_2310
7810 alignments/orthologs7810.fas	OG0008375	Pa_7_2290
7811 alignments/orthologs7811.fas	OG0008376	Pa_7_2280
7812 alignments/orthologs7812.fas	OG0008377	Pa_7_2320
7813 alignments/orthologs7813.fas	OG0008378	Pa_7_2270
7814 alignments/orthologs7814.fas	OG0008380	Pa_7_2224
7815 alignments/orthologs7815.fas	OG0008381	Pa_7_2220
7816 alignments/orthologs7816.fas	OG0008382	Pa_7_2210
7817 alignments/orthologs7817.fas	OG0008383	Pa_7_2200
7818 alignments/orthologs7818.fas	OG0008384	Pa_7_2190
7819 alignments/orthologs7819.fas	OG0008385	Pa_7_2180
7820 alignments/orthologs7820.fas	OG0008386	Pa_7_2175
7821 alignments/orthologs7821.fas	OG0008387	Pa_7_2170
7822 alignments/orthologs7822.fas	OG0008388	Pa_7_2160
7823 alignments/orthologs7823.fas	OG0008389	Pa_7_2150
7824 alignments/orthologs7824.fas	OG0008390	Pa_7_2140
7825 alignments/orthologs7825.fas	OG0008391	Pa_7_2130
7826 alignments/orthologs7826.fas	OG0008392	Pa_7_2120
7827 alignments/orthologs7827.fas	OG0008393	Pa_7_2110
7828 alignments/orthologs7828.fas	OG0008394	Pa_7_2090
7829 alignments/orthologs7829.fas	OG0008395	Pa_7_2080
7830 alignments/orthologs7830.fas	OG0008396	Pa_7_2070
7831 alignments/orthologs7831.fas	OG0008397	Pa_7_2060
7832 alignments/orthologs7832.fas	OG0008398	Pa_7_2050
7833 alignments/orthologs7833.fas	OG0008399	Pa_7_2040
7834 alignments/orthologs7834.fas	OG0008400	Pa_7_2030
7835 alignments/orthologs7835.fas	OG0008401	Pa_7_2020
7836 alignments/orthologs7836.fas	OG0008402	Pa_7_2010
7837 alignments/orthologs7837.fas	OG0008403	Pa_7_1990
7838 alignments/orthologs7838.fas	OG0008404	Pa_7_1980
7839 alignments/orthologs7839.fas	OG0008405	Pa_7_1975
7840 alignments/orthologs7840.fas	OG0008406	Pa_7_1970
7841 alignments/orthologs7841.fas	OG0008407	Pa_7_1960
7842 alignments/orthologs7842.fas	OG0008408	Pa_7_1950
7843 alignments/orthologs7843.fas	OG0008409	Pa_7_1940
7844 alignments/orthologs7844.fas	OG0008410	Pa_7_1920
7845 alignments/orthologs7845.fas	OG0008411	Pa_7_1910
7846 alignments/orthologs7846.fas	OG0008412	Pa_7_1900
7847 alignments/orthologs7847.fas	OG0008413	Pa_7_1890
7848 alignments/orthologs7848.fas	OG0008414	Pa_7_1880
7849 alignments/orthologs7849.fas	OG0008415	Pa_7_1875
7850 alignments/orthologs7850.fas	OG0008416	Pa_7_1870
7851 alignments/orthologs7851.fas	OG0008417	Pa_7_1860
7852 alignments/orthologs7852.fas	OG0008418	Pa_7_1850
7853 alignments/orthologs7853.fas	OG0008419	Pa_7_1840
7854 alignments/orthologs7854.fas	OG0008420	Pa_7_1830
7855 alignments/orthologs7855.fas	OG0008421	Pa_7_1820
7856 alignments/orthologs7856.fas	OG0008422	Pa_7_1828
7857 alignments/orthologs7857.fas	OG0008423	Pa_7_1810
7858 alignments/orthologs7858.fas	OG0008424	Pa_7_1800
7859 alignments/orthologs7859.fas	OG0008425	Pa_7_1790
7860 alignments/orthologs7860.fas	OG0008426	Pa_7_1780
7861 alignments/orthologs7861.fas	OG0008427	Pa_7_1770
7862 alignments/orthologs7862.fas	OG0008428	Pa_7_1768
7863 alignments/orthologs7863.fas	OG0008429	Pa_7_1765
7864 alignments/orthologs7864.fas	OG0008430	Pa_7_1760
7865 alignments/orthologs7865.fas	OG0008431	Pa_7_1750
7866 alignments/orthologs7866.fas	OG0008432	Pa_7_1730
7867 alignments/orthologs7867.fas	OG0008433	Pa_7_1720
7868 alignments/orthologs7868.fas	OG0008434	Pa_7_1710
7869 alignments/orthologs7869.fas	OG0008435	Pa_7_1700
7870 alignments/orthologs7870.fas	OG0008436	Pa_7_1690
7871 alignments/orthologs7871.fas	OG0008437	Pa_7_1670
7872 alignments/orthologs7872.fas	OG0008438	Pa_7_1660
7873 alignments/orthologs7873.fas	OG0008439	Pa_7_1640
7874 alignments/orthologs7874.fas	OG0008440	Pa_7_1630
7875 alignments/orthologs7875.fas	OG0008441	Pa_7_1620
7876 alignments/orthologs7876.fas	OG0008442	Pa_7_1610
7877 alignments/orthologs7877.fas	OG0008443	Pa_7_5060
7878 alignments/orthologs7878.fas	OG0008444	Pa_7_5070
7879 alignments/orthologs7879.fas	OG0008445	Pa_7_5080
7880 alignments/orthologs7880.fas	OG0008446	Pa_7_5120
7881 alignments/orthologs7881.fas	OG0008447	Pa_7_5130
7882 alignments/orthologs7882.fas	OG0008448	Pa_7_5140
7883 alignments/orthologs7883.fas	OG0008449	Pa_7_5170
7884 alignments/orthologs7884.fas	OG0008450	Pa_7_5180
7885 alignments/orthologs7885.fas	OG0008451	Pa_7_5190
7886 alignments/orthologs7886.fas	OG0008452	Pa_7_5200
7887 alignments/orthologs7887.fas	OG0008453	Pa_7_5210
7888 alignments/orthologs7888.fas	OG0008454	Pa_7_5230
7889 alignments/orthologs7889.fas	OG0008455	Pa_7_5250
7890 alignments/orthologs7890.fas	OG0008456	Pa_7_5260
7891 alignments/orthologs7891.fas	OG0008457	Pa_7_5270
7892 alignments/orthologs7892.fas	OG0008458	Pa_7_5280
7893 alignments/orthologs7893.fas	OG0008459	Pa_7_5290
7894 alignments/orthologs7894.fas	OG0008460	Pa_7_5300
7895 alignments/orthologs7895.fas	OG0008461	Pa_7_5320
7896 alignments/orthologs7896.fas	OG0008462	Pa_7_5330
7897 alignments/orthologs7897.fas	OG0008463	Pa_7_5340
7898 alignments/orthologs7898.fas	OG0008464	Pa_7_5350
7899 alignments/orthologs7899.fas	OG0008465	Pa_7_5360
7900 alignments/orthologs7900.fas	OG0008466	Pa_7_5365
7901 alignments/orthologs7901.fas	OG0008467	Pa_7_5370
7902 alignments/orthologs7902.fas	OG0008468	Pa_7_5380
7903 alignments/orthologs7903.fas	OG0008469	Pa_7_5390
7904 alignments/orthologs7904.fas	OG0008470	Pa_7_5400
7905 alignments/orthologs7905.fas	OG0008471	Pa_7_5410
7906 alignments/orthologs7906.fas	OG0008472	Pa_7_5420
7907 alignments/orthologs7907.fas	OG0008473	Pa_7_5430
7908 alignments/orthologs7908.fas	OG0008474	Pa_7_5440
7909 alignments/orthologs7909.fas	OG0008475	Pa_7_5465
7910 alignments/orthologs7910.fas	OG0008476	Pa_7_5460
7911 alignments/orthologs7911.fas	OG0008477	Pa_7_5470
7912 alignments/orthologs7912.fas	OG0008478	Pa_7_5490
7913 alignments/orthologs7913.fas	OG0008479	Pa_7_5500
7914 alignments/orthologs7914.fas	OG0008480	Pa_7_5510
7915 alignments/orthologs7915.fas	OG0008481	Pa_7_5520
7916 alignments/orthologs7916.fas	OG0008482	Pa_7_5530
7917 alignments/orthologs7917.fas	OG0008483	Pa_7_5540
7918 alignments/orthologs7918.fas	OG0008484	Pa_7_5550
7919 alignments/orthologs7919.fas	OG0008485	Pa_7_5560
7920 alignments/orthologs7920.fas	OG0008486	Pa_7_5570
7921 alignments/orthologs7921.fas	OG0008487	Pa_7_5580
7922 alignments/orthologs7922.fas	OG0008488	Pa_7_5590
7923 alignments/orthologs7923.fas	OG0008489	Pa_7_5600
7924 alignments/orthologs7924.fas	OG0008490	Pa_7_5620
7925 alignments/orthologs7925.fas	OG0008491	Pa_7_5650
7926 alignments/orthologs7926.fas	OG0008492	Pa_7_5660
7927 alignments/orthologs7927.fas	OG0008493	Pa_7_5670
7928 alignments/orthologs7928.fas	OG0008494	Pa_7_5680
7929 alignments/orthologs7929.fas	OG0008495	Pa_7_5690
7930 alignments/orthologs7930.fas	OG0008496	Pa_7_5710
7931 alignments/orthologs7931.fas	OG0008497	Pa_7_5720
7932 alignments/orthologs7932.fas	OG0008498	Pa_7_5730
7933 alignments/orthologs7933.fas	OG0008499	Pa_7_5740
7934 alignments/orthologs7934.fas	OG0008500	Pa_7_5750
7935 alignments/orthologs7935.fas	OG0008501	Pa_7_5760
7936 alignments/orthologs7936.fas	OG0008502	Pa_7_5770
7937 alignments/orthologs7937.fas	OG0008503	Pa_7_5780
7938 alignments/orthologs7938.fas	OG0008504	Pa_7_5790
7939 alignments/orthologs7939.fas	OG0008505	Pa_7_5800
7940 alignments/orthologs7940.fas	OG0008506	Pa_7_5810
7941 alignments/orthologs7941.fas	OG0008507	Pa_7_5820
7942 alignments/orthologs7942.fas	OG0008508	Pa_7_5830
7943 alignments/orthologs7943.fas	OG0008509	Pa_7_5840
7944 alignments/orthologs7944.fas	OG0008510	Pa_7_5850
7945 alignments/orthologs7945.fas	OG0008511	Pa_7_5860
7946 alignments/orthologs7946.fas	OG0008512	Pa_7_5870
7947 alignments/orthologs7947.fas	OG0008513	Pa_7_5890
7948 alignments/orthologs7948.fas	OG0008514	Pa_7_5930
7949 alignments/orthologs7949.fas	OG0008515	Pa_7_5935
7950 alignments/orthologs7950.fas	OG0008516	Pa_7_5940
7951 alignments/orthologs7951.fas	OG0008517	Pa_7_5950
7952 alignments/orthologs7952.fas	OG0008518	Pa_7_5970
7953 alignments/orthologs7953.fas	OG0008519	Pa_7_5980
7954 alignments/orthologs7954.fas	OG0008520	Pa_7_6000
7955 alignments/orthologs7955.fas	OG0008521	Pa_7_6020
7956 alignments/orthologs7956.fas	OG0008522	Pa_7_6030
7957 alignments/orthologs7957.fas	OG0008523	Pa_7_6050
7958 alignments/orthologs7958.fas	OG0008524	Pa_7_6060
7959 alignments/orthologs7959.fas	OG0008525	Pa_7_6070
7960 alignments/orthologs7960.fas	OG0008526	Pa_7_6080
7961 alignments/orthologs7961.fas	OG0008527	Pa_7_6090
7962 alignments/orthologs7962.fas	OG0008528	Pa_7_6100
7963 alignments/orthologs7963.fas	OG0008529	Pa_7_6110
7964 alignments/orthologs7964.fas	OG0008530	Pa_7_6130
7965 alignments/orthologs7965.fas	OG0008531	Pa_7_6140
7966 alignments/orthologs7966.fas	OG0008532	Pa_7_6150
7967 alignments/orthologs7967.fas	OG0008533	Pa_7_6170
7968 alignments/orthologs7968.fas	OG0008534	Pa_7_6180
7969 alignments/orthologs7969.fas	OG0008535	Pa_7_6190
7970 alignments/orthologs7970.fas	OG0008536	Pa_7_6200
7971 alignments/orthologs7971.fas	OG0008537	Pa_7_6210
7972 alignments/orthologs7972.fas	OG0008538	Pa_7_6220
7973 alignments/orthologs7973.fas	OG0008539	Pa_7_6240
7974 alignments/orthologs7974.fas	OG0008540	Pa_7_6280
7975 alignments/orthologs7975.fas	OG0008541	Pa_7_6300
7976 alignments/orthologs7976.fas	OG0008542	Pa_7_6310
7977 alignments/orthologs7977.fas	OG0008543	Pa_7_6320
7978 alignments/orthologs7978.fas	OG0008544	Pa_7_6330
7979 alignments/orthologs7979.fas	OG0008545	Pa_7_6350
7980 alignments/orthologs7980.fas	OG0008546	Pa_7_6360
7981 alignments/orthologs7981.fas	OG0008547	Pa_7_6370
7982 alignments/orthologs7982.fas	OG0008548	Pa_7_6380
7983 alignments/orthologs7983.fas	OG0008549	Pa_7_6390
7984 alignments/orthologs7984.fas	OG0008550	Pa_7_6400
7985 alignments/orthologs7985.fas	OG0008551	Pa_7_6410
7986 alignments/orthologs7986.fas	OG0008552	Pa_7_6420
7987 alignments/orthologs7987.fas	OG0008553	Pa_7_6430
7988 alignments/orthologs7988.fas	OG0008554	Pa_7_6440
7989 alignments/orthologs7989.fas	OG0008555	Pa_7_6450
7990 alignments/orthologs7990.fas	OG0008556	Pa_7_6460
7991 alignments/orthologs7991.fas	OG0008557	Pa_7_6470
7992 alignments/orthologs7992.fas	OG0008558	Pa_7_6480
7993 alignments/orthologs7993.fas	OG0008559	Pa_7_6490
7994 alignments/orthologs7994.fas	OG0008560	Pa_7_6500
7995 alignments/orthologs7995.fas	OG0008561	Pa_7_6510
7996 alignments/orthologs7996.fas	OG0008562	Pa_7_6520
7997 alignments/orthologs7997.fas	OG0008563	Pa_7_6530
7998 alignments/orthologs7998.fas	OG0008564	Pa_7_6550
